userId,movieId,score
1,39,3
2,1,2
2,3,2
2,12,3
2,12,3
2,21,4
2,23,3
2,24,4
2,27,3
2,31,4
2,33,4
2,35,3
2,38,2
2,40,4
3,1,4
3,5,4
3,10,3
3,11,2
3,15,4
3,15,4
3,23,3
3,36,3
3,38,3
4,8,3
4,12,2
4,24,4
4,31,3
4,37,2
4,37,3
4,39,3
5,2,3
5,2,4
5,4,3
5,5,4
5,13,4
5,15,4
5,17,5
5,18,4
5,21,4
5,22,2
5,27,3
5,39,3
6,5,3
6,11,4
6,12,4
6,14,4
6,14,3
6,15,3
6,17,3
6,18,4
6,22,2
6,24,3
6,27,3
6,33,4
7,27,4
8,5,4
8,11,4
8,14,3
8,14,3
8,15,4
8,19,4
8,21,4
8,23,3
8,23,4
9,1,3
9,2,4
9,4,3
9,4,3
9,6,4
9,7,4
9,31,4
9,33,4
9,36,3
10,1,3
10,4,4
10,5,4
10,5,4
10,13,3
10,15,4
10,21,4
10,21,4
10,21,2
10,24,4
10,38,4
10,39,4
11,1,4
11,2,3
11,2,4
11,2,4
11,3,2
11,3,2
11,5,3
11,6,3
11,11,4
11,14,4
11,15,3
11,15,4
11,18,2
11,27,4
11,27,2
11,33,4
11,33,4
11,35,4
11,39,3
11,39,4
11,40,4
12,1,4
12,13,2
12,17,2
12,21,2
12,24,2
12,26,3
12,26,3
12,27,3
12,31,4
12,37,2
12,40,4
13,1,4
13,5,2
13,11,3
13,11,2
13,19,3
13,23,2
13,32,4
13,38,5
13,40,4
14,1,4
14,5,2
14,5,5
14,5,4
14,11,3
14,19,4
14,21,4
14,31,3
14,31,4
14,33,4
14,35,4
14,37,3
14,39,1
15,12,4
15,26,4
15,33,3
15,35,2
15,35,3
15,38,2
15,38,3
16,11,2
16,12,4
16,32,4
16,33,3
16,35,4
16,40,3
17,1,4
17,2,4
17,3,3
17,19,3
17,22,1
17,23,4
17,25,2
17,31,3
17,31,3
18,2,4
18,4,3
18,4,3
18,5,3
18,5,3
18,8,3
18,11,4
18,15,4
18,17,2
18,35,2
18,36,3
18,38,4
18,39,3
19,1,4
19,14,2
19,15,3
19,19,1
19,29,3
19,33,3
19,33,3
19,33,4
19,38,1
20,1,3
20,11,2
20,14,3
20,14,4
20,20,3
20,24,4
20,25,2
20,38,4
21,5,3
21,5,4
21,5,3
21,5,4
21,5,3
21,9,2
21,11,4
21,12,3
21,15,3
21,29,4
21,31,3
21,33,3
21,40,4
22,1,2
22,9,2
22,12,3
22,19,4
22,23,3
22,23,3
22,29,3
22,40,4
22,40,2
23,1,3
23,5,3
23,11,3
23,12,5
23,12,2
23,14,3
23,17,2
23,19,4
23,19,4
23,26,3
24,1,3
24,1,3
24,1,3
24,1,2
24,11,3
24,11,4
24,13,3
24,13,3
24,14,3
24,14,3
24,15,4
24,19,3
24,31,4
24,33,4
24,37,1
24,39,3
24,40,3
25,1,4
25,1,3
25,8,3
25,23,3
25,23,4
25,29,3
25,31,3
25,40,5
25,40,3
25,40,3
26,1,3
26,1,4
26,4,4
26,5,4
26,13,4
26,17,3
26,19,3
26,19,4
26,22,4
26,31,4
26,37,3
26,38,4
26,40,4
26,40,3
26,40,2
26,40,3
27,5,4
27,12,2
27,15,2
27,30,3
27,31,4
28,1,4
28,3,3
28,4,4
28,13,4
28,24,4
28,29,2
28,30,3
28,33,3
28,37,2
28,39,3
29,1,3
29,1,3
29,10,3
29,14,4
29,15,3
29,17,2
29,21,4
29,23,4
29,27,2
29,39,3
30,1,3
30,1,3
30,1,4
30,2,4
30,5,4
30,10,4
30,11,4
30,11,4
30,14,3
30,22,3
30,22,3
30,23,4
30,24,2
30,24,4
30,32,4
30,40,2
31,3,2
31,8,2
31,12,4
31,15,4
31,17,3
31,21,3
31,23,4
31,37,3
31,39,4
32,1,3
32,2,2
32,3,3
32,23,4
32,30,4
32,33,4
32,33,4
32,33,3
32,35,3
32,36,4
32,38,4
32,40,3
33,38,4
34,21,2
39,2,4
39,3,4
39,14,4
39,31,3
40,2,3
40,5,3
40,5,4
40,5,4
40,11,4
40,15,2
40,22,3
40,29,3
40,33,4
40,33,4
40,35,3
40,39,1
41,2,3
41,11,3
41,13,2
41,15,4
41,19,4
41,19,4
41,22,3
41,27,4
41,27,2
41,29,3
41,35,4
41,40,2
41,40,3
41,40,3
42,1,4
42,3,2
42,5,3
42,5,4
42,5,4
42,9,4
42,11,4
42,11,3
42,14,4
42,14,3
42,15,3
42,17,1
42,19,3
42,19,4
42,23,2
42,32,4
42,33,2
42,36,2
42,39,3
43,1,4
43,2,3
43,2,4
43,2,4
43,5,4
43,8,4
43,8,3
43,11,3
43,11,4
43,15,4
43,19,4
43,21,4
43,21,4
43,21,4
43,26,4
43,28,3
43,28,3
43,31,4
43,31,3
43,33,2
43,36,3
43,39,4
43,39,4
44,1,3
44,2,4
44,2,4
44,3,4
44,3,3
44,5,3
44,11,3
44,11,4
44,11,4
44,12,3
44,12,4
44,14,3
44,14,4
44,21,3
44,31,4
44,32,3
44,32,4
44,33,4
44,36,3
44,38,3
45,2,3
45,5,4
45,6,3
45,14,3
45,18,4
45,20,5
45,21,3
45,27,3
45,29,2
45,30,4
45,34,4
45,37,2
45,39,4
46,1,3
46,2,4
46,2,4
46,2,3
46,5,4
46,9,3
46,13,4
46,15,3
46,17,4
46,21,3
46,21,3
46,24,4
46,26,3
46,27,3
46,27,2
46,31,4
46,39,4
47,2,3
47,4,2
47,11,4
47,19,4
47,20,4
47,21,3
47,21,4
47,22,1
47,23,3
47,23,4
47,24,4
47,27,4
47,29,4
47,35,3
47,38,2
48,2,2
48,3,3
48,3,4
48,5,4
48,7,2
48,18,4
48,21,4
48,22,4
48,22,2
48,23,4
48,30,4
48,31,3
48,32,4
48,33,4
49,13,3
49,15,3
49,15,3
49,30,3
49,36,2
50,2,4
50,3,3
50,5,4
50,5,4
50,8,4
50,11,3
50,11,5
50,15,3
50,19,4
50,19,4
50,27,2
50,28,3
50,28,3
50,30,3
50,31,3
50,32,3
50,32,4
50,33,4
50,33,3
50,33,3
50,37,4
50,39,3
51,1,4
51,1,4
51,2,4
51,2,3
51,3,3
51,14,3
51,14,2
51,16,3
51,19,4
51,20,2
51,21,3
51,25,2
51,28,3
51,29,3
51,31,4
51,32,3
51,33,4
51,33,3
51,40,3
52,1,4
52,2,4
52,3,3
52,4,4
52,5,3
52,8,3
52,13,3
52,18,3
52,31,2
52,32,3
52,35,4
52,37,4
52,38,5
53,2,4
53,10,4
53,15,4
53,16,2
53,19,1
53,25,4
53,27,3
53,28,3
53,33,4
53,33,3
53,35,3
53,35,3
53,39,4
54,1,4
54,2,3
54,5,4
54,5,4
54,11,3
54,12,1
54,15,3
54,19,3
54,23,3
54,31,4
54,33,4
54,34,4
54,36,3
54,37,4
55,1,4
55,1,3
55,4,4
55,4,4
55,10,3
55,11,3
55,13,1
55,13,4
55,14,4
55,14,3
55,18,3
55,19,3
55,30,3
56,11,4
56,12,4
56,12,4
56,13,3
56,15,2
56,32,4
56,36,3
57,2,3
57,5,3
57,8,3
57,8,3
57,10,3
57,11,4
57,11,4
57,14,4
57,21,3
57,23,4
57,33,4
57,37,3
58,2,3
58,5,4
58,5,4
58,6,4
58,7,3
58,8,5
58,19,2
58,32,2
58,32,3
58,38,3
58,40,4
59,1,4
59,5,4
59,10,3
59,10,3
59,14,3
59,14,3
59,30,3
59,31,2
59,31,4
59,32,3
59,33,3
59,33,4
59,33,4
59,37,3
59,38,4
59,38,3
59,38,5
60,1,3
60,1,4
60,2,4
60,4,4
60,5,4
60,5,4
60,11,3
60,11,4
60,12,3
60,13,3
60,13,3
60,14,4
60,15,3
60,18,4
60,19,4
60,25,4
60,29,3
60,32,4
60,35,4
60,39,4
61,2,3
61,2,3
61,4,4
61,6,3
61,8,3
61,12,3
61,18,3
61,19,3
61,21,2
61,25,4
61,25,3
61,26,3
61,27,4
61,31,3
61,32,4
61,33,4
61,35,3
62,2,4
62,4,3
62,4,3
62,5,4
62,13,5
62,15,3
62,19,4
62,21,4
62,25,3
62,32,4
62,34,3
62,35,4
62,39,2
62,40,2
62,40,4
63,1,3
63,7,3
63,14,3
63,14,4
63,19,3
63,22,4
63,28,4
63,31,2
63,31,4
63,31,3
63,32,3
63,33,3
64,1,4
64,2,3
64,5,4
64,5,4
64,13,4
64,13,2
64,18,2
64,19,3
64,23,4
64,29,3
64,32,4
64,33,3
64,37,4
65,5,4
65,5,4
65,6,3
65,14,4
65,15,3
65,18,2
65,22,3
65,30,3
65,30,3
65,31,4
65,33,4
65,34,4
65,39,4
65,39,4
66,2,4
66,5,4
66,5,4
66,7,4
66,7,3
66,11,4
66,16,3
66,21,4
66,22,3
66,23,4
66,25,3
66,31,4
66,33,4
66,33,4
66,35,4
66,35,2
66,38,3
67,1,4
67,1,4
67,1,4
67,6,3
67,6,3
67,11,2
67,11,4
67,11,4
67,12,3
67,16,3
67,27,4
67,31,3
67,34,4
68,1,2
68,4,2
68,5,2
68,5,4
68,11,4
68,12,3
68,12,3
68,12,2
68,13,4
68,14,2
68,14,2
68,31,3
68,36,3
68,36,3
68,39,3
69,1,4
69,5,4
69,15,3
69,15,4
69,19,3
69,22,4
69,27,3
69,31,4
69,32,3
69,33,4
69,38,3
69,38,3
69,39,3
70,2,3
70,2,4
70,5,4
70,5,4
70,7,4
70,21,4
70,25,3
70,30,3
70,30,3
70,32,4
70,35,3
70,38,3
70,39,4
70,39,4
70,39,3
71,5,4
71,11,4
71,13,4
71,19,4
71,20,3
71,21,3
71,21,3
71,23,4
71,24,3
71,27,2
71,29,2
71,30,3
71,31,2
71,31,4
71,33,3
71,38,3
72,4,2
72,4,2
72,4,3
72,5,3
72,14,4
72,14,3
72,21,2
72,21,3
72,25,3
72,31,4
72,33,4
72,33,3
72,33,2
72,37,2
73,1,3
73,4,3
73,4,4
73,4,3
73,12,2
73,14,4
73,15,4
73,15,4
73,16,3
73,17,3
73,21,2
73,23,4
73,23,2
73,31,3
73,32,4
73,33,4
74,2,2
74,3,3
74,5,4
74,5,4
74,6,3
74,10,5
74,11,3
74,13,3
74,18,4
74,22,3
74,32,4
74,33,3
74,35,4
74,38,4
74,38,2
75,1,4
75,3,3
75,10,3
75,11,3
75,14,3
75,19,4
75,22,4
75,23,4
75,25,4
75,27,1
75,33,4
75,33,4
75,34,4
75,35,3
75,35,2
76,1,4
76,2,4
76,5,4
76,5,4
76,7,3
76,9,1
76,9,4
76,11,3
76,11,4
76,14,3
76,19,4
76,21,2
76,23,3
76,31,3
76,31,2
76,33,4
76,38,3
77,1,3
77,1,3
77,1,3
77,11,3
77,14,2
77,16,3
77,18,3
77,22,3
77,32,3
78,1,3
78,1,3
78,4,3
78,4,3
78,5,4
78,11,1
78,13,3
78,16,4
78,21,4
78,27,3
78,33,4
78,33,4
78,35,4
78,38,3
78,39,3
78,39,4
78,40,3
78,40,3
79,1,2
79,1,3
79,1,4
79,5,3
79,10,3
79,16,2
79,18,3
79,29,4
79,31,4
79,31,4
79,32,3
79,32,4
79,35,4
80,1,4
80,1,3
80,2,4
80,15,4
80,18,2
80,22,3
80,24,4
80,24,3
80,29,3
80,33,4
81,1,4
81,1,4
81,2,3
81,2,3
81,3,3
81,5,4
81,14,4
81,20,2
81,20,4
81,21,4
81,22,3
81,25,2
81,25,4
81,31,4
81,35,5
81,37,3
81,39,4
82,3,3
82,15,4
82,27,4
82,31,4
82,32,4
82,32,3
82,32,4
82,32,4
82,37,3
82,38,3
83,4,4
83,8,4
83,22,2
83,23,4
83,33,4
83,39,3
84,2,3
84,2,3
84,5,4
84,11,4
84,13,4
84,13,3
84,21,3
84,23,1
84,33,3
84,33,4
84,37,2
84,38,3
84,40,4
84,40,4
85,2,4
85,2,3
85,5,4
85,15,4
85,18,3
85,21,4
85,27,3
85,27,3
85,27,4
85,32,2
85,40,3
86,3,4
86,5,4
86,5,3
86,11,4
86,11,4
86,14,3
86,17,3
86,22,3
86,22,3
86,30,4
86,34,3
86,35,3
86,39,3
86,40,3
87,1,4
87,2,4
87,3,3
87,5,4
87,14,4
87,17,3
87,20,3
87,25,4
87,27,2
87,31,3
87,33,4
87,40,4
87,40,3
87,40,3
88,4,3
88,4,3
88,5,4
88,11,4
88,16,4
88,27,3
88,31,3
88,31,2
88,35,3
88,37,2
88,37,3
88,38,3
88,38,4
88,38,4
88,38,4
89,2,4
89,5,2
89,5,4
89,31,5
89,31,3
89,32,4
89,32,3
89,32,3
89,33,3
89,33,3
89,33,4
89,33,4
89,33,4
89,35,4
89,36,3
89,38,4
89,40,3
90,2,4
90,30,3
90,31,3
90,34,3
90,34,3
90,36,3
91,4,1
91,22,3
91,22,3
91,24,2
91,26,3
91,29,3
91,32,2
92,2,4
92,2,4
92,11,4
92,12,3
92,13,5
92,21,3
92,22,3
92,23,3
92,24,3
92,25,3
92,26,4
92,27,1
92,39,3
93,2,3
93,5,2
93,5,4
93,5,4
93,12,4
93,13,3
93,21,3
93,24,5
93,24,3
93,31,4
93,35,3
93,39,3
93,39,4
93,39,2
94,2,3
94,3,3
94,7,3
94,14,4
94,22,1
94,29,3
94,31,2
94,32,4
94,32,4
94,33,3
94,33,3
94,37,2
95,1,4
95,1,2
95,5,3
95,5,4
95,11,4
95,14,3
95,15,4
95,17,2
95,19,3
95,27,2
95,30,1
95,31,4
95,33,3
95,33,4
95,38,3
96,1,3
96,2,4
96,14,3
96,15,3
96,15,5
96,15,3
96,17,3
96,23,3
96,28,3
96,40,4
97,1,4
97,4,4
97,11,2
97,12,3
97,14,3
97,19,4
97,25,4
97,30,4
97,32,3
97,33,4
97,35,4
97,35,4
97,35,4
97,36,4
97,36,2
97,38,2
98,1,4
98,3,4
98,5,4
98,5,2
98,10,4
98,13,4
98,14,3
98,17,3
98,18,4
98,23,3
98,40,3
99,1,4
99,2,4
99,5,4
99,5,4
99,21,3
99,22,3
99,22,4
99,22,3
99,23,4
99,23,1
99,23,3
99,27,2
99,31,4
99,39,3
100,1,2
100,2,4
100,2,3
100,5,4
100,5,3
100,5,4
100,10,2
100,14,4
100,15,3
100,16,3
100,19,4
100,24,3
100,27,4
100,28,4
100,31,4
100,31,3
100,32,5
100,38,3
100,40,3
101,1,4
101,1,3
101,2,4
101,3,4
101,8,2
101,8,3
101,9,4
101,11,4
101,21,5
101,21,4
101,22,4
101,22,4
101,31,4
101,31,2
101,32,4
101,33,4
101,33,4
101,36,4
101,38,2
101,39,3
102,1,4
102,1,4
102,1,4
102,1,2
102,1,3
102,1,2
102,1,4
102,1,3
102,5,4
102,6,3
102,8,3
102,11,2
102,11,4
102,12,4
102,15,2
102,19,4
102,27,4
102,31,4
102,32,4
102,36,4
102,36,3
102,39,2
103,1,4
103,1,3
103,1,3
103,3,3
103,12,1
103,13,3
103,13,4
103,14,4
103,15,4
103,15,3
103,18,3
103,19,1
103,19,3
103,22,3
103,27,2
103,34,2
103,37,3
103,37,3
104,1,4
104,1,3
104,2,3
104,7,3
104,7,3
104,13,3
104,13,3
104,24,3
104,27,3
104,29,4
104,33,3
104,33,3
104,33,4
104,39,2
104,39,3
105,1,3
105,5,4
105,7,3
105,7,1
105,7,3
105,9,5
105,11,4
105,20,2
105,33,2
105,34,3
105,40,4
105,40,4
106,1,3
106,1,4
106,1,3
106,6,2
106,6,4
106,13,2
106,19,2
106,31,4
106,32,4
106,33,4
106,37,3
106,38,3
107,1,4
107,2,4
107,3,3
107,11,4
107,13,3
107,24,2
107,31,3
107,31,3
107,31,4
107,31,4
107,37,4
107,38,4
107,39,2
108,1,3
108,5,4
108,12,3
108,13,4
108,15,3
108,18,2
108,23,2
108,29,2
108,34,4
108,35,4
108,37,3
109,6,2
109,12,3
109,14,4
109,21,3
109,21,3
109,21,3
109,23,3
109,24,4
109,24,4
109,24,1
109,31,3
109,31,4
109,32,3
109,33,3
109,33,4
109,38,2
110,1,4
110,1,4
110,6,3
110,11,3
110,12,3
110,13,4
110,13,4
110,13,4
110,15,4
110,21,3
110,27,2
110,33,1
110,33,3
110,33,3
110,33,4
110,33,4
110,38,2
110,39,4
110,40,4
111,5,4
111,7,4
111,8,3
111,15,4
111,18,3
111,22,4
111,25,4
111,26,4
111,27,3
111,32,3
112,3,2
112,3,3
112,6,3
112,8,2
112,19,3
112,25,4
112,31,4
112,31,4
112,32,3
113,2,3
113,5,4
113,11,3
113,20,3
113,31,4
113,32,4
113,33,3
113,38,4
114,1,4
114,2,4
114,3,2
114,14,3
114,31,4
114,31,4
114,32,3
114,33,4
114,35,3
115,2,4
115,8,4
115,10,3
115,11,4
115,13,2
115,13,4
115,22,4
115,22,4
115,24,1
115,33,4
116,1,4
116,2,3
116,5,4
116,9,3
116,11,4
116,14,4
116,19,3
116,26,3
116,31,3
116,32,3
116,33,3
116,40,4
117,1,4
117,1,3
117,2,3
117,11,2
117,11,4
117,11,3
117,14,4
117,14,3
117,14,4
118,2,4
118,2,4
118,5,4
118,5,3
118,15,2
118,22,3
118,25,4
118,25,4
118,29,5
118,32,4
118,33,3
119,1,2
119,3,4
119,9,3
119,10,2
119,11,4
119,13,3
119,17,4
119,19,4
119,22,3
119,25,4
119,32,4
119,33,4
119,33,3
119,33,4
119,38,3
120,4,3
120,5,4
120,5,3
120,6,3
120,8,3
120,11,3
120,15,4
120,19,2
120,20,3
120,23,3
120,31,4
120,32,3
120,33,4
120,34,4
120,38,4
121,1,3
121,5,4
121,5,4
121,5,3
121,5,3
121,9,4
121,11,4
121,11,4
121,14,3
121,15,4
121,17,4
121,19,4
121,23,2
121,33,3
121,34,3
121,35,3
122,2,3
122,2,3
122,2,4
122,10,3
122,11,4
122,12,3
122,23,2
122,23,4
122,25,2
122,30,3
122,35,1
123,2,3
123,2,3
123,2,3
123,3,4
123,4,2
123,5,4
123,11,4
123,11,4
123,11,3
123,19,4
123,22,3
123,22,4
123,22,4
123,38,3
124,3,3
124,14,2
124,14,4
124,14,3
124,19,1
124,19,2
124,19,3
124,31,4
124,33,4
124,33,4
124,34,3
125,1,4
125,1,4
125,1,4
125,3,3
125,8,4
125,12,4
125,12,4
125,14,4
125,14,3
125,17,2
125,27,2
125,27,2
125,31,3
125,33,4
125,34,3
125,35,3
126,1,4
126,8,2
126,11,4
126,14,1
126,21,4
126,23,4
126,24,2
126,24,4
126,25,4
126,33,4
126,38,2
127,1,4
127,1,3
127,2,3
127,4,2
127,5,3
127,11,4
127,11,4
127,11,3
127,12,5
127,14,4
127,15,2
127,19,2
127,23,3
127,37,4
128,1,3
128,2,4
128,10,3
128,11,3
128,11,4
128,11,5
128,12,4
